84,Seeds - soy beans,Soy beans,0.96,World wide,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Ecoinvent 2.2 (2010),Emission Factors,https://emissionfactors.com
85,Seeds- sugarbeet,Sugar,3.54,World wide,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Biograce 2011,Emission Factors,https://emissionfactors.com
86,Seeds - sugarcane,Sugar,0.0016,World wide,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Biograce 2011,Emission Factors,https://emissionfactors.com
87,Sheep,"Lamb,hogget,mutton",17.32,World wide,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Scottish Government 2011,Emission Factors,https://emissionfactors.com
88,Sheep,"Lamb,hogget,mutton",21.09,UK,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Scottish Government 2011,Emission Factors,https://emissionfactors.com
89,Strawberries,,1.53,Europe,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Scottish Government 2011,Emission Factors,https://emissionfactors.com
90,Strawberries,,2,World wide,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Scottish Government 2011,Emission Factors,https://emissionfactors.com
91,Strawberries,,1.21,UK,A Low Carbon Route Map. Planning and Measuring Emission Savings for Climate Challenge Fund Projects. Version 1.0.,Scottish Government 2011,Emission Factors,https://emissionfactors.com
92,Almonds,,0.88,World wide,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
93,"Anise (aniseed), badian, fennel etc.","aniseed,anise,badian,fennel",1.41,World wide,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
94,Apples,,0.32,UK,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
95,Apples,,0.43,Europe,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
96,Apples,,0.88,World wide,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
97,Apricots,,0.43,Europe,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
98,Artichokes,,0.48,Europe,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
99,Asparagus,,1.94,UK,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
100,Asparagus,,2.22,Europe,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
101,Asparagus,,2.39,World wide,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
102,Avocados,,0.43,Europe,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
103,Avocados,,0.88,World wide,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
104,Bananas,,1.33,World wide,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
105,Barley,,3.24,UK,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
106,Barley,,3.35,Europe,How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050.,"Audsley, E., Brander, M., Chatterton, J., Murphy-Bokern, D., Webster, C., and Williams, A. (2009).",FCRN-WWF-UK.,http://assets.wwf.org.uk/downloads/how_low_report_1.pdf
